,User,Prompt
221,make a persuasive ad for h&m including themes of coolness and war strategy with illustrations by senior concept artist fabian nowak and james gurney and anton pieck and alex grey. high definition,"make a persuasive ad for h&m including themes of coolness and war strategy with illustrations by senior concept artist fabian nowak and james gurney and anton pieck and alex grey. high definition, proportionalate, cinematic, dramatic lighting, high octane, low contrast, hd, 4 k, digital art, desaturated"
222,make a persuasive ad for h&m including themes of coolness and schizoaffinity,"make a persuasive ad for h&m including themes of coolness and schizoaffinity, 4k, textural, minimalism, expressive dynamic dramatic studio lighting"
223,make a persuasive ad for h&m including themes of amazement,"make a persuasive ad for h&m including themes of amazement, amazement, amazement, amazement, and dark memories, focus on the astral realm, illustration trending on artstation, masterpiece"
224,make a persuasive ad for h&m including themes of amazement,"make a persuasive ad for h&m including themes of amazement, surprise, amazement, amazement, amazement, amazement, mixed media, 2 8 mm lens, photorealistic, trending on artstation"
225,make a persuasive ad for h&m including themes of amazement and amazement,"make a persuasive ad for h&m including themes of amazement and amazement, featured in artstation, octane render, cinematic, elegant, intricate, 8 k, full body, illustration, highly detailed, clean ink detailed line drawing, very very very aesthetic, sharp focus,  a persuasive ad for h&m including themes of amazement and amazement. In the style of Angus McKie, Rebecca Guay, and Michael"
226,make a persuasive ad for h&m including themes of magic realism and fantasy,"make a persuasive ad for h&m including themes of magic realism and fantasy, illustrated by Greg Rutkowski and Caspar David Friedrich, high detail, incredible quality, trending on artstation"
227,make a persuasive ad for h&m including themes of magic realism and desaturated third world war one propaganda poster. 3 d impressionnisme fantasy digital art by greg  a persuasive ad for h&m including themes of magic realism,"make a persuasive ad for h&m including themes of magic realism and desaturated third world war one propaganda poster. 3 d impressionnisme fantasy digital art by greg  a persuasive ad for h&m including themes of magic realism,ockhart,persuasion,industrial art style, sharp focus,editorial illustration, concept art by alphonse mucha and sandro botticelli"
228,make a persuasive ad for h&m including themes of magic the gathering and wizard ritual,"make a persuasive ad for h&m including themes of magic the gathering and wizard ritual, sea landscape, fantasy magic, undercut hairstyle, short purple black fade hair, dark light night, intricate, elegant, sharp focus, illustration, highly detailed, digital painting, concept art, matte, art by WLOP and Artgerm and Greg Rutkowski and Alphonse Mucha, masterpiece"
229,make a persuasive ad for h&m including themes of powerhouse,"make a persuasive ad for h&m including themes of powerhouse, hearthstone, critical art, courtroom, scholarly, academy award winning, n 9"
230,make a persuasive ad for h&m including themes of power struggle and strife,"make a persuasive ad for h&m including themes of power struggle and strife, by Rolf Armstrong and Evelyn De Morgan and Bastien Lecouffe-Deharme, dramatic lighting, high contrast colors, baroque, empyrean, panoramic view, as trending on Artstation, highly detailed, doom engine,"
231,make a persuasive ad for h&m including themes of power,"make a persuasive ad for h&m including themes of power, surprise, surprise, surprise, surprise, surprise, and anxiety by John Blanche and Darrell K. Sweet and WLOP and artgerm and James Jean, trending on  a persuasive ad for h&m including themes of powerfull lawyer and brutalist, bringer of justice hell, dramatic background, # magician voodoo priest, doomsayer, psychodelic, doomsayer, hypnotic, doppelganger, psychoanalytic, cobra frog, cosmic horror concept art by giger and beksinski and szukalski and wlop and pete mohrbacher, digital art, highly detailed, intricate, horror, sharp focus, trending on artstation hq, deviantart, unreal engine 5, 4 k uhd image"
232,make a persuasive ad for h&m including themes of interest. 3D ink pen sketch,"make a persuasive ad for h&m including themes of interest. 3D ink pen sketch, perfect composition, golden ratio, beautiful detailed manuscript, photoshop, hyperrealistic, sharp focus, 8 k high definition, insanely detailed, intricate, elegant, art by marc hill and artgerm and greg rutkowski and dan mumford and josan gonzalez"
233,make a persuasive ad for h&m including themes of interest,"make a persuasive ad for h&m including themes of interest, viz: [sic] magnificent arches adorned with arches on the lawn and vine and flower gutterstones, [spring and afternoon lighting]] 4 k, 8 k, hd, high definition, trending on artstation"
234,make a persuasive ad for h&m including themes of interest,"make a persuasive ad for h&m including themes of interest, and various reference sheets that outline most relevant scientific subject areas, slightly messy backround, laboratory coat, illustrated clearly and professionally color graded scientific fiction theme with occasional playful environmental lighting, an emphasis on historical background, and clean simple design elements"
235,make a persuasive ad for h&m including themes of interest,"make a persuasive ad for h&m including themes of interest, lit by candles, magnificent, illustrated by boris vallejo and asher brown durand, octane render, trending on artstation"
236,make a persuasive ad for h&m including themes of simplicty and repetition,"make a persuasive ad for h&m including themes of simplicty and repetition, illustrated with detailed pencil ink illustration, large format  a persuasive ad for h&m including themes of simplicty and  a persuasive ad for h&m including themes of simplicty and repetition by Mark Brooks and Anato Finnstark and Tom Bagshaw and Tim Burton"
237,make a persuasive ad for h&m including themes of simplicty,"make a persuasive ad for h&m including themes of simplicty, the mathematician finds his magic, lit by candlelight by ross tran and wlop and masamune shirow and kuvshinov, concept art, shinkai character design, detailed, pixiv, digital illustration"
238,make a persuasive ad for h&m including themes of elegance and color in the rendering of one side by side profile portrait of a colorful comic yellow light medium format,"make a persuasive ad for h&m including themes of elegance and color in the rendering of one side by side profile portrait of a colorful comic yellow light medium format, highly detailed, ink and white monochrome, excellent composition, cinematic concept art, dramatic lighting, trending on artstation"
239,make a persuasive ad for h&m including themes of elegance,"make a persuasive ad for h&m including themes of elegance, elegance, pastel colors, and illustrative pallette cloths, by Diane Arbus, colorful flat surreal design, hd, 8k, artstation"
240,make a persuasive ad for h&m including themes of elegance,"make a persuasive ad for h&m including themes of elegance, elegance, human anatomy, science fiction, victorian, poster, modern fine china paper and card stock, with extra long shelf space for floss, rendered in perfect condition, 4 k symmetrical features, hyper realistic, detailed, photo of real life"
241,make a persuasive ad for h&m including themes of elegance,"make a persuasive ad for h&m including themes of elegance, abundance, and luxury. 4 k resolution of an competing bid of competing bid. detailed artistic ink illustration. criterion collection aesthetics criterion collection art criterion collection design"
242,make a persuasive ad for h&m including themes of luxury advertisement,"make a persuasive ad for h&m including themes of luxury advertisement, lit by candles, books, and studios, stunning 3 d render + perfect facial symmetry + dim volumetric lighting, dramatic gradient colors, 8 k octane beautifully detailed render, post - processing, extremely hyper - detailed, intricate, epic composition, lifelike attributes, cinematic lighting, masterpiece, trending on artstation, very very detailed, stunning,"
243,make a persuasive ad for h&m including themes of luxury clothing and home theater equipment,"make a persuasive ad for h&m including themes of luxury clothing and home theater equipment, the good, the bad and the ugly, 8k concept art, rendered in octane, trending on artstation hyperrealism"
244,make a persuasive ad for h&m including themes of luxury advertisement and other footnotes,"make a persuasive ad for h&m including themes of luxury advertisement and other footnotes, footnotes and soviet papers. High quality, stunning, intricate detailed environment. Trending on artstation. Dramatic Lighting by Tom Bagshaw"
245,make a persuasive ad for h&m including themes of luxury,"make a persuasive ad for h&m including themes of luxury, elegance, flat lighting, symmetrical, perfect lines, perfect ink, intricate line drawings, 4 k resolution, bold colors, trending on artstation, intricate, smooth"
246,make a persuasive ad for h&m including themes of fantasy and thriller,"make a persuasive ad for h&m including themes of fantasy and thriller, cosmic horror, lovecraftian, ornate, intricate, mysterious and epic complexity, epic composition, magical atmosphere + masterpiece, award winning + trending on artstation"
247,make a persuasive ad for h&m including themes of fantasy,"make a persuasive ad for h&m including themes of fantasy, semi naive, mysterious & detective & thriller, various reference for artists, hand drawn, hand drawn graphic novel"
248,make a persuasive ad for h&m including themes of fantasy and war and tragedy,"make a persuasive ad for h&m including themes of fantasy and war and tragedy, wide shot, yellow tablecloth, high resolution, dynamic composition, dramatic scene, award winning, sharp edges, finely detailed, low contrast, visually stunning, masterpiece, fineline, by james gurney, peter mohrbacher, greg rutkowski and thomas kinkade, trending on artstation, volumetric lighting is an important detail"
249,make a persuasive ad for h&m including themes of fantasy,"make a persuasive ad for h&m including themes of fantasy, thriller, thriller, movie, poster, poster, forty full lines of ink, an insert sheet for the film named in the movie, black and white colors, a detailed matte painting of the movie by syd mead and weta studio, cgsociety, afrofuturism, makoto shinkai, global illumination, vintage sci - fi"
250,make a persuasive ad for h&m including themes of old school competition and thriller,"make a persuasive ad for h&m including themes of old school competition and thriller, biblical, scholarly, sharp focus, by carl spitzweg, ismail inceoglu, vdragan bibin, hans thoma, greg rutkowski, alexandros pyromallis, perfect face, sharply detailed, centered, rule of thirds, photorealistic shading 8 k, minimalistic, fibonacci, sweat drops, insane, intricate, highly detailed, surrealistic,74"
251,make a persuasive ad for h&m including themes of old school ballroom in the museum,"make a persuasive ad for h&m including themes of old school ballroom in the museum, studio lighting matte painting, bold shapes, hard edges, street art, trending on artstation, by huang guangjian and gil elvgren and sachin teng"
252,make a persuasive ad for h&m including themes of old school ballrooms,"make a persuasive ad for h&m including themes of old school ballrooms, fantasy coloring, storybook illustration, afternoon light, complimentary colors, light pink tones, golden ratio composition, detailed, clean lines, flat shading, trending on pixiv"
253,make a persuasive ad for h&m including themes of old school ballroom background and lovecraftian horror illustrated by sally mann and aaron horkey and antoni gaudi,"make a persuasive ad for h&m including themes of old school ballroom background and lovecraftian horror illustrated by sally mann and aaron horkey and antoni gaudi, 8 k, trending on artstation, pastel colors"
254,make a persuasive ad for h&m including themes of pop art and pop myth and ghost in the shell,"make a persuasive ad for h&m including themes of pop art and pop myth and ghost in the shell, trending neighboured : by david lynch, ross tran, thomas scholes and ted nasmith by beksinski and dan mumford by lee bermejo, tocchini, 4 k resolution, nier : automata inspired, bravely default inspired, vibrant but dreary but upflifting red, black and white color scheme!!!"
255,make a persuasive ad for h&m including themes of pop art,"make a persuasive ad for h&m including themes of pop art, pop surrealism, german romanticism adolecent florence nightingale, hd, highly detailed, pop surrealism, by greg rutkowski, by thomas kinkade, trending on artstation"
256,make a persuasive ad for h&m including themes of pop art,"make a persuasive ad for h&m including themes of pop art, pop art, pop surrealism, by norman rockwell giancola and balthus mcqueen greg rutkowski and zdislav beksinski Construction worker in a cyberpunk city, by Feng Zhu, highly detailed, excellent composition, cinematic concept art, dramatic lighting, trending on ArtStation"
257,make a persuasive ad for h&m including themes of pop art vs blank areas,"make a persuasive ad for h&m including themes of pop art vs blank areas, a pop art piece pours the highest resolution into the blanks of the bucket, illustrated by antoine verney - carron and j. lesaffre, trending on artstation, cgsociety, 4 k hd, 6 4 megapixels, 3 d shading, concreteness, well rendered"
258,make a persuasive ad for h&m including themes of anime and manga and books in the hq db shuffle,"make a persuasive ad for h&m including themes of anime and manga and books in the hq db shuffle, concept art sheet, 4 k"
259,make a persuasive ad for h&m including themes of anime,"make a persuasive ad for h&m including themes of anime, movie, and various other unpopularatable pop diva album cover art that are unpopular in general society by karol bak, james jean, tom bagshaw, rococo, sharp focus, trending on artstation, cinematic lighting, hyper realism, octane render, 8 k, hyper  a persuasive ad for h&m including themes of anime and books, 4k, 8k, wow, pinterest, trending on artstation : an impressive 8k high quality symmetrical render like a masterpiece artwork in the style of a masterpiece, very coherent, cinematic, hyper realism, high detail, octane render, unreal engine, 8k"
260,make a persuasive ad for h&m including themes of anime and manga,"make a persuasive ad for h&m including themes of anime and manga, centered on a map of a continent, trending on pixivConceptArt"
261,make a persuasive ad for h&m including themes of marvel comics,"make a persuasive ad for h&m including themes of marvel comics, epic fantasy, stylized image, rough edges, rough illustration, simple color palett by charlie bowater and titian and artgerm, octane render, sharp focus, james jean, anhes, daniel gerhartz,"
262,make a persuasive ad for h&m including themes of marvel comics and dark earth and american history,"make a persuasive ad for h&m including themes of marvel comics and dark earth and american history, ( page ) ) print by greg  a persuasive ad for h&m including themes of marvel comics and arcane, gothic, surrealism, lovecraftian, cold hue's, warm tone gradient background, concept art, first person view, scene in dining room, beautiful composition"
263,make a persuasive ad for h&m including themes of marvel comics,"make a persuasive ad for h&m including themes of marvel comics, ink on paper, fine pen, intricate details, gold and black and white illustration, style of kawase hasui james jean, alphonse mucha, artgerm,Formula, trending on artstation, hd,illustration, 4k,editorial illustration,color scheme,grafitti, surrealism,traditional Japanese colors,in the style of Katsuhiro Otomo"
264,make a persuasive ad for h&m including themes of dc comics,"make a persuasive ad for h&m including themes of dc comics, and tiered books. detailed, high quality, sharp focus, volumetric lighting. 8 k, no duplicate image. provenance. rule of thirds. golden hour. vanishing point. concept art. artstation"
265,make a persuasive ad for h&m including themes of dc comics,"make a persuasive ad for h&m including themes of dc comics, hyperdetailed ink illustration, dramatic line art, hd resolution, 8 k resolution, intricate details, footnot yet fully covered in detail, extremely hyperdetailed, intricate, epic composition, grim yet sparkling atmosphere, cinematic lighting + masterpiece, trending on artstation, very detailed, vibrant colors, Art Nouveau, masterpiece, romanticism"
266,make a persuasive ad for h&m including themes of dc comics,"make a persuasive ad for h&m including themes of dc comics, key art, fantasy art, matte painting, high detail, bold shapes, hard edges, trending on artstation, by huang guangoffs and gil elvgren and sachin teng"
267,make a persuasive ad for h&m including themes of dc comics and arcane,"make a persuasive ad for h&m including themes of dc comics and arcane, fantasy, critical role, historic works, classic masters, trending on artstation, hyperdetailed, sharp focus, cool color scheme, classic, fine illustration, black and white, solid color background, cartoon"
268,make a persuasive ad for h&m including themes of superhero,"make a persuasive ad for h&m including themes of superhero, biblical, holy, law, and scripture. 8 k concept art. rendered in unreal engine. realistic biblical holy!! characters"
269,make a persuasive ad for h&m including themes of superhero tales,"make a persuasive ad for h&m including themes of superhero tales, atmospheric dramatic. trending on  a persuasive ad for h&m including themes of superhero artsy, thriller, thriller concept art, a rough rough rough rough sketch of the characters, costume design for hiperrealism, hd, movie poster by jean giraud and greg rutkowski, giger,"
270,make a persuasive ad for h&m including themes of superhero argumentation,"make a persuasive ad for h&m including themes of superhero argumentation, but the solution to the argument is arbitrary, illustrated by antoine verney - carron and j. lesaffre, trending on artstation, 4 k, 8 k, artstation 3 d render, artstation 3 d, artstation graphics, artstation lighting"
271,make a persuasive ad for h&m including themes of sunsets and/or angle of field and stone,"make a persuasive ad for h&m including themes of sunsets and/or angle of field and stone, (peter mohrbacher, gustave dore, thomas kinkade, alphonse mucha, loish, norman Rockwell, highly detailed, novello"
272,make a persuasive ad for h&m including themes of sunsets and springtime and springtime,"make a persuasive ad for h&m including themes of sunsets and springtime and springtime, oil on canvas, framed, award winning, trending on artstation"
273,make a persuasive ad for h&m including themes of sunsets and dawn,"make a persuasive ad for h&m including themes of sunsets and dawn, finely detailed perfect facial symmetry, amalgamation of leaves and flowers, mystical colors, detailed illustration, spectacular volumetric lighting, intricate, award-winning, sharp details, trending on artstation, pixiv, cgsociety, by alex gray backers, digital art, studio lighting, centered, super highly detailed, professional digital painting, artstation, concept art, smooth, sharp focus, extreme illustration, Unreal Engine 5, Photorealism, HD quality, 8k resolution, cinema 4d, 3D, beautiful, cinematic, art by artgerm"
274,make a persuasive ad for h&m including themes of sunsets and springtime,"make a persuasive ad for h&m including themes of sunsets and springtime, trending on pixiv"
275,make a persuasive ad for h&m including themes of moon in the magical thriller The Scarlet Witch,"make a persuasive ad for h&m including themes of moon in the magical thriller The Scarlet Witch, enchanted fog, foggy river, dramatic scene, full moon, illustration, thick lines, wide shot, golden hour, concept art, digital art, colorful"
276,make a persuasive ad for h&m including themes of moonlight and thunderstorms,"make a persuasive ad for h&m including themes of moonlight and thunderstorms, and cross section of the bible on the table, trending on  a persuasive ad for h&m including themes of moon vs rain and fire, lit only by candlelight, dramatic, elaborate, award winning, masterpiece, sharp focus, extremely hyper detailed, art station, matte, historical painting, unreal engine"
277,make a persuasive ad for h&m including themes of moon rising in the background,"make a persuasive ad for h&m including themes of moon rising in the background, lit by candles, octane render, cgsociety masterpiece, cinematic composition, concept art 8 k"
278,make a persuasive ad for h&m including themes of cinematic movies,"make a persuasive ad for h&m including themes of cinematic movies, dramatic scene, detailed scene, detailed faces, 1 6 k resolution, extremely detailed digital painting, golden ratio, sharp focus, illustration realism, cinematic lighting, artstation, by greg rutkowski, greg hildebrandt, by igor kieryluk"
279,make a persuasive ad for h&m including themes of cinematic movies,"make a persuasive ad for h&m including themes of cinematic movies, the great powers, fantasy, dramatic scene, volumetric lighting, intricate, extremely detailed, 8k, artstation, cgsociety, dramatic lighting, golden ratio, sharp focus, smooth, very correct pictures, hyperrealistic, dof"
280,make a persuasive ad for h&m including themes of cinematic movies,"make a persuasive ad for h&m including themes of cinematic movies, studio photograph, photorealistic, f  good lighting, an harmonic grayish colors scheme, perfect readability, 8 k, magenta colors, bold colors, minimalistic, hyperrealistic, very detailed, trending on artstation, by anton fadeev and john howe 4 k"
281,make a persuasive ad for h&m including themes of cinematic movies. Keywordly illustrated by Artgerm. Detailed pencil,make a persuasive ad for h&m including themes of cinematic movies. Keywordly illustrated by Artgerm. Detailed pencil
282,make a persuasive ad for h&m including themes of kpop idol,"make a persuasive ad for h&m including themes of kpop idol, pop diva, grunge, maximalist, outrun, vaporwave, by greg rutkowski"
283,make a persuasive ad for h&m including themes of kpop idol,"make a persuasive ad for h&m including themes of kpop idol, pop art, hit magazine cover, 1 9 6 0 s adrian smith fashion couture fashion by ilya kuvshinov, hirohiko araki, grim chiaroscuro lighting, illustrated by boris vallejo, game, movie concept art, artstation"
284,make a persuasive ad for h&m including themes of kpop idol,"make a persuasive ad for h&m including themes of kpop idol, pop art style, rough sketch, sfumato, traditional ink, sketch, of key visual concept art, ink, sketch concept art with colored pencil with macro detail, golden ratio, intricate ink illustration, concept art, saturated colors, 8  a persuasive ad for h&m including themes of kpop idol, pop diva, androgynous, by greg rutkowski and kyoto animation, sharp focus, national geographic, award winning, high octane render, 4 k hd wallpaper"
